Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
9812,28:297,Nikolay Radostyev,RUS,15.08.54,2,Kaunas,12.08.1979,Men,"10,000 m"
9812,28:2970,Pat Porter,USA,31.05.59,4,San José,26.06.1987,Men,"10,000 m"
9812,28:2970,Konrad Dobler,GER,27.04.57,6,Berlin,18.08.1989,Men,"10,000 m"
9812,28:2970,Sergio Reyes,USA,25.10.81,1r2,Palo Alto,01.05.2010,Men,"10,000 m"
9812,28:2970,Abayneh Degu,ETH,01.12.98,9rA,Kobe,21.04.2018,Men,"10,000 m"
9812,28:2970,Masaru Aoki,JPN,16.05.90,2,Yokohama,13.05.2018,Men,"10,000 m"
9820,28:2971,Nick Arciniga,USA,30.06.83,9rB,Palo Alto,01.05.2011,Men,"10,000 m"
9821,28:2974,Daniel Komen,KEN,17.05.76,1,Lisboa,23.07.1994,Men,"10,000 m"
9821,28:2974,Toshihiro Iwasa,JPN,18.05.76,7,Tokyo,04.10.1997,Men,"10,000 m"
9821,28:2974,Hiroyuki Yamamoto,JPN,30.04.86,13rA,Abashiri,13.07.2017,Men,"10,000 m"
9821,28:2974,Atsushi Yamato,JPN,13.03.97,29r6,Hachioji,25.11.2023,Men,"10,000 m"
9825,28:2975,Stephen Mayaka,KEN,16.11.72,2,Port Coquitlam,31.05.1993,Men,"10,000 m"
9825,28:2975,Francisco Guerra,ESP,13.12.57,15,Braga,09.04.1994,Men,"10,000 m"
9825,28:2975,Tetsuo Nishimura,JPN,27.10.78,4,Niigata,16.10.2005,Men,"10,000 m"
9828,28:2976,Gerard Barrett,AUS,31.12.56,4,Montréal,24.08.1979,Men,"10,000 m"
9828,28:2976,Don Clary,USA,29.07.57,2h3,Los Angeles,16.06.1984,Men,"10,000 m"
9830,28:2977,Masatoshi Ibata,JPN,20.08.72,8rB,Hachioji,28.11.2000,Men,"10,000 m"
9831,28:2978,Hirozumi Kato,JPN,04.06.59,1,Maebashi,26.04.1987,Men,"10,000 m"
9831,28:2978,José Manuel Albentosa,ESP,21.01.64,3,Gateshead,05.08.1989,Men,"10,000 m"
9831,28:2978,Katsuhiko Hanada,JPN,12.06.71,7,Kobe,25.04.1993,Men,"10,000 m"
9831,28:2978,Takuki Matsumura,JPN,12.12.80,12rA,Abashiri,16.07.2015,Men,"10,000 m"
9831,28:2978,Amanal Petros,GER,17.05.95,3,Braga,07.04.2018,Men,"10,000 m"
9831,28:2978,Florian Carvalho,FRA,09.03.89,8,Berlin,07.08.2018,Men,"10,000 m"
9837,28:2979,Tatsuya Moriguchi,JPN,16.08.56,11,London,24.07.1982,Men,"10,000 m"
9838,28:298,Leonid Ivanov,KGZ,25.08.37,2,Kyiv,31.07.1965,Men,"10,000 m"
9838,28:298,Richard Bowerman,USA,18.05.50,2,Knoxville,09.04.1976,Men,"10,000 m"
9838,28:298,Robert Hodge,USA,03.08.55,3r2,Philadelphia,23.04.1987,Men,"10,000 m"
9838,28:298,Carlos Patricio,POR,09.01.64,6,Lisboa,23.04.1988,Men,"10,000 m"
9838,28:298,Julius Ondieki,KEN,10.07.69,3,Nairobi,03.07.1993,Men,"10,000 m"
9838,28:2980,Kennosuke Misu,JPN,16.06.98,5r3,Machida,26.11.2022,Men,"10,000 m"
9844,28:2981,Ilie Floroiu,ROU,29.11.52,2,Göteborg,06.08.1977,Men,"10,000 m"
9844,28:2981,Paul McCloy,CAN,06.11.63,1,Port Coquitlam,28.05.1994,Men,"10,000 m"
9846,28:2982,Seppo Nikkari,FIN,06.02.48,12,Helsinki,30.06.1977,Men,"10,000 m"
9846,28:2982,Ronald Kirui,KEN,06.12.98,4,Nairobi,27.05.2021,Men,"10,000 m"
9846,28:2982,Aritaka Kajiwara,JPN,16.06.88,30r6,Hachioji,25.11.2023,Men,"10,000 m"
9849,28:2983,Paul Evans,GBR,13.04.61,11,Barcelona,03.08.1992,Men,"10,000 m"
9849,28:2983,Mizuki Higashi,JPN,30.08.94,1r1,Gifu,23.09.2023,Men,"10,000 m"
9851,28:2984,Leonid Tikhonov,RUS,26.03.59,2,Moskva,05.09.1988,Men,"10,000 m"
9851,28:2984,Peter Julian,USA,11.05.71,2,Walnut,19.04.1997,Men,"10,000 m"
9851,28:2984,Danilo Goffi,ITA,03.12.72,1,Camaiore,03.05.1998,Men,"10,000 m"
9851,28:2984,Sean Quigley,USA,03.09.82,4,Sacramento,26.06.2014,Men,"10,000 m"
9851,28:2984,Leakaey Kamina,KEN,29.11.02,8,Yokohama,11.06.2023,Men,"10,000 m"
9856,28:2985,Daisuke Shimizo,JPN,02.08.82,3,Shibetsu,20.06.2010,Men,"10,000 m"
9856,28:2985,James Runguru,KEN,14.01.93,2r1,Tajimi,08.10.2022,Men,"10,000 m"
9856,28:2985,Hideyuki Tanaka,JPN,09.10.90,13r3,Tajimi,08.10.2022,Men,"10,000 m"
9856,28:2985,Jordan Gusman,MLT,30.01.94,20r1,Palo Alto,31.03.2023,Men,"10,000 m"
9860,28:2987,Yonas Kifle,ERI,24.03.77,16,Athínai,20.08.2004,Men,"10,000 m"
9860,28:2987,John Kariuki,KEN,10.11.86,1,Satsumasendai,14.04.2013,Men,"10,000 m"
9862,28:2989,Shuichi Yoneshige,JPN,24.06.61,4,Fukuoka,01.12.1990,Men,"10,000 m"
9862,28:2989,Sakae Osaki,JPN,18.08.64,4,Mito,07.05.1995,Men,"10,000 m"
9862,28:2989,Abel Antón,ESP,24.10.62,6,Pontevedra,14.06.1997,Men,"10,000 m"
9862,28:2989,Hiromu Nishizawa,JPN,27.08.75,9rA,Hachioji,30.11.2005,Men,"10,000 m"
9866,28:299,Glenn Herold,USA,23.11.50,3,Knoxville,09.04.1976,Men,"10,000 m"
9867,28:2991,Chris Wardlaw,AUS,03.03.50,12,Montréal,26.07.1976,Men,"10,000 m"
9867,28:2991,Art Boileau,CAN,09.10.57,1,Eugene,17.03.1984,Men,"10,000 m"
9867,28:2991,Geoffrey Kipchumba,KEN,02.11.92,2rA,San Francisco,30.03.2019,Men,"10,000 m"
9870,28:2992,Yasuyuki Watanabe,JPN,08.06.73,19rA,Hachioji,01.12.1999,Men,"10,000 m"
9871,28:2993,Richard Mulligan,IRL,19.04.61,13,London,20.06.1986,Men,"10,000 m"
9871,28:2993,Hiroyuki Ishikawa,JPN,22.01.93,4rC,Machida,25.11.2017,Men,"10,000 m"
9873,28:2994,Tony Sandoval,USA,19.05.54,8,Eugene,24.06.1980,Men,"10,000 m"
9873,28:2994,Ryoji Matsushita,JPN,07.11.80,8r14,Yokohama,03.12.2000,Men,"10,000 m"
9873,28:2994,Melaku Abera,ETH,20.04.94,11r3,Osaka,24.09.2016,Men,"10,000 m"
9876,28:2995,Mark Curp,USA,05.01.59,3h3,Los Angeles,16.06.1984,Men,"10,000 m"
9876,28:2995,Aleksandr Zagoryuko,UKR,04.11.55,4r2,Kyiv,30.07.1988,Men,"10,000 m"
9876,28:2995,Rui Viera,POR,04.02.70,4rB,Barakaldo,05.04.1997,Men,"10,000 m"
9876,28:2995,Ken-ichiro Setoguchi,JPN,12.12.80,6r2,Palo Alto,03.05.2002,Men,"10,000 m"
9876,28:2995,Tim Nelson,USA,27.02.84,10,Eugene,04.07.2008,Men,"10,000 m"
9881,28:2996,Joe Driscoll,USA,02.11.79,6r2,Palo Alto,04.05.2008,Men,"10,000 m"
9881,28:2996,Abbabiya Simbassa,USA,30.06.93,10,Lake Balboa,29.08.2020,Men,"10,000 m"
9883,28:2997,Andrew Garnham,AUS,06.02.60,9,Melbourne,18.12.1986,Men,"10,000 m"
9883,28:2997,Aleksandr Burtsev,BLR,13.02.65,4,Moskva,09.06.1990,Men,"10,000 m"
9883,28:2997,Yuta Shitara,JPN,18.12.91,4,Nobeoka,07.05.2016,Men,"10,000 m"
9883,28:2997,Alex Masai,KEN,04.10.97,1h1,Jacksonville,26.05.2021,Men,"10,000 m"
9883,28:2997,Junpei Kanisawa,JPN,01.12.95,4r4,Tokyo,24.10.2021,Men,"10,000 m"
9883,28:2997,Masanori Sumida,JPN,08.01.96,10r2,Tajimi,07.10.2023,Men,"10,000 m"
1,27:5029,Mark Bett,KEN,22.12.76,1,Gent,10.02.2002,Men,"10,000 m"
2,27:5037,Luke Kipkosgei,KEN,27.11.75,2,Gent,10.02.2002,Men,"10,000 m"
3,27:5262,Abderrahim Goumri,MAR,21.05.76,3,Gent,10.02.2002,Men,"10,000 m"
4,28:0209,Jaouad Gharib,MAR,22.05.72,4,Gent,10.02.2002,Men,"10,000 m"
5,28:124,Emiel Puttemans,BEL,08.10.47,1,Paris,22.02.1975,Men,"10,000 m"
1,2:11:53,Tigist Assefa,ETH,28.03.94,1,Berlin,24.09.2023,Women,Marathon
2,2:13:44,Sifan Hassan,NED,01.01.93,1,Chicago,08.10.2023,Women,Marathon
3,2:14:04,Brigid Kosgei,KEN,20.02.94,1,Chicago,13.10.2019,Women,Marathon
4,2:14:18,Ruth Chepngetich,KEN,08.08.94,1,Chicago,09.10.2022,Women,Marathon
5,2:14:58,Amane Beriso,ETH,13.10.91,1,Valencia,04.12.2022,Women,Marathon
6,2:15:25,Paula Radcliffe,GBR,17.12.73,1,London,13.04.2003,Women,Marathon
7,2:15:37,Tigist Assefa,ETH,28.03.94,1,Berlin,25.09.2022,Women,Marathon
7,2:15:37,Ruth Chepngetich,KEN,08.08.94,2,Chicago,08.10.2023,Women,Marathon
9,2:15:51,Worknesh Degefa,ETH,28.10.90,1,Valencia,03.12.2023,Women,Marathon
10,2:16:02,Brigid Kosgei,KEN,20.02.94,1,Tokyo,06.03.2022,Women,Marathon
11,2:16:22,Almaz Ayana,ETH,21.11.91,2,Valencia,03.12.2023,Women,Marathon
12,2:16:28,Rosemary Wanjiru,KEN,09.12.94,1,Tokyo,05.03.2023,Women,Marathon
13,2:16:49,Letesenbet Gidey,ETH,20.03.98,2,Valencia,04.12.2022,Women,Marathon
14,2:16:56,Tsehay Gemechu,ETH,12.12.98,2,Tokyo,05.03.2023,Women,Marathon
15,2:17:01,Mary Keitany,KEN,18.01.82,1,London,23.04.2017,Women,Marathon
16,2:17:08,Ruth Chepngetich,KEN,08.08.94,1,Dubai,25.01.2019,Women,Marathon
17,2:17:09,Alemu Megertu,ETH,12.10.97,3,Chicago,08.10.2023,Women,Marathon
18,2:17:16,Peres Jepchirchir,KEN,27.09.93,1,Valencia,06.12.2020,Women,Marathon
19,2:17:18,Paula Radcliffe,GBR,17.12.73,1,Chicago,13.10.2002,Women,Marathon
19,2:17:18,Ruth Chepngetich,KEN,08.08.94,1,Nagoya,13.03.2022,Women,Marathon
21,2:17:20,Almaz Ayana,ETH,21.11.91,1,Amsterdam,16.10.2022,Women,Marathon
22,2:17:23,Yalemzerf Yehualaw,ETH,03.08.99,1,Hamburg,24.04.2022,Women,Marathon
22,2:17:23,Joyciline Jepkosgei,KEN,08.12.93,4,Chicago,08.10.2023,Women,Marathon
24,2:17:26,Yalemzerf Yehualaw,ETH,03.08.99,1,London,02.10.2022,Women,Marathon
25,2:17:29,Sheila Chepkirui,KEN,27.12.90,3,Valencia,04.12.2022,Women,Marathon
26,2:17:36,Tadu Teshome,ETH,09.06.01,4,Valencia,04.12.2022,Women,Marathon
27,2:17:41,Worknesh Degefa,ETH,28.10.90,2,Dubai,25.01.2019,Women,Marathon
28,2:17:42,Paula Radcliffe,GBR,17.12.73,1,London,17.04.2005,Women,Marathon
29,2:17:43,Joyciline Jepkosgei,KEN,08.12.93,1,London,03.10.2021,Women,Marathon
30,2:17:45,Lonah Chemtai Salpeter,ISR,12.12.88,1,Tokyo,01.03.2020,Women,Marathon
31,2:17:49,Sheila Chepkirui,KEN,27.12.90,2,Berlin,24.09.2023,Women,Marathon
32,2:17:56,Tirunesh Dibaba,ETH,01.10.85,2,London,23.04.2017,Women,Marathon
33,2:17:57,Angela Tanui,KEN,27.07.92,1,Amsterdam,17.10.2021,Women,Marathon
34,2:17:58,Degitu Azimeraw,ETH,24.01.99,2,London,03.10.2021,Women,Marathon
34,2:17:58,Ashete Bekere,ETH,17.04.88,2,Tokyo,06.03.2022,Women,Marathon
36,2:17:59,Hiwot Gebrekidan,ETH,11.05.95,3,Valencia,03.12.2023,Women,Marathon
37,2:18:00,Rosemary Wanjiru,KEN,09.12.94,2,Berlin,25.09.2022,Women,Marathon
38,2:18:03,Tigist Abayechew,ETH,22.02.94,3,Berlin,25.09.2022,Women,Marathon
39,2:18:04,Joan Melly Chelimo,KEN,10.11.90,1,Seoul,17.04.2022,Women,Marathon
40,2:18:05,Genzebe Dibaba,ETH,08.02.91,2,Amsterdam,16.10.2022,Women,Marathon
41,2:18:07,Joyciline Jepkosgei,KEN,08.12.93,2,London,02.10.2022,Women,Marathon
42,2:18:08,Ruth Chepngetich,KEN,08.08.94,1,Nagoya,12.03.2023,Women,Marathon
43,2:18:09,Ruti Aga,ETH,16.01.94,1,Dongying,22.10.2023,Women,Marathon
44,2:18:11,Gladys Cherono,KEN,12.05.83,1,Berlin,16.09.2018,Women,Marathon
44,2:18:11,Gotytom Gebreslase,ETH,15.01.95,1,Eugene,18.07.2022,Women,Marathon
44,2:18:11,Fancy Chemutai,KEN,20.03.95,5,Valencia,04.12.2022,Women,Marathon
47,2:18:12,Sutume Asefa,ETH,11.12.94,2,Seoul,17.04.2022,Women,Marathon
48,2:18:18,Ashete Bekere,ETH,17.04.88,3,London,03.10.2021,Women,Marathon
48,2:18:18,Gotytom Gebreslase,ETH,15.01.95,3,Tokyo,06.03.2022,Women,Marathon
50,2:18:20,Brigid Kosgei,KEN,20.02.94,1,London,28.04.2019,Women,Marathon
50,2:18:20,Judith Jeptum,KEN,12.12.95,2,Eugene,18.07.2022,Women,Marathon
52,2:18:21,Meseret Belete,ETH,16.09.99,1,Amsterdam,15.10.2023,Women,Marathon
53,2:18:29,Emily Sisson,USA,12.10.91,2,Chicago,09.10.2022,Women,Marathon
54,2:18:30,Roza Dereje,ETH,09.05.97,1,Valencia,01.12.2019,Women,Marathon
55,2:18:31,Tirunesh Dibaba,ETH,01.10.85,1,Chicago,08.10.2017,Women,Marathon
55,2:18:31,Vivian Cheruiyot,KEN,11.09.83,1,London,22.04.2018,Women,Marathon
57,2:18:32,Alemu Megertu,ETH,12.10.97,3,London,02.10.2022,Women,Marathon
58,2:18:33,Azmera Abreha,ETH,31.01.98,2,Valencia,01.12.2019,Women,Marathon
58,2:18:33,Sifan Hassan,NED,01.01.93,1,London,23.04.2023,Women,Marathon
60,2:18:34,Ruti Aga,ETH,16.01.94,2,Berlin,16.09.2018,Women,Marathon
61,2:18:35,Brigid Kosgei,KEN,20.02.94,1,Chicago,07.10.2018,Women,Marathon
61,2:18:35,Birhane Dibaba,ETH,11.09.93,2,Tokyo,01.03.2020,Women,Marathon
63,2:18:37,Mary Keitany,KEN,18.01.82,1,London,22.04.2012,Women,Marathon
63,2:18:37,Alemu Megertu,ETH,12.10.97,2,London,23.04.2023,Women,Marathon
65,2:18:38,Peres Jepchirchir,KEN,27.09.93,3,London,23.04.2023,Women,Marathon
66,2:18:40,Joyciline Jepkosgei,KEN,08.12.93,2,Valencia,06.12.2020,Women,Marathon
66,2:18:40,Brigid Kosgei,KEN,20.02.94,4,London,03.10.2021,Women,Marathon
68,2:18:41,Magdalena Shauri,TAN,25.02.96,3,Berlin,24.09.2023,Women,Marathon
69,2:18:42,Angela Tanui,KEN,27.07.92,4,Tokyo,06.03.2022,Women,Marathon
70,2:18:43,Judith Jeptum,KEN,12.12.95,4,London,02.10.2022,Women,Marathon
71,2:18:45,Lonah Chemtai Salpeter,ISR,12.12.88,2,Nagoya,13.03.2022,Women,Marathon
72,2:18:46,Birhane Dibaba,ETH,11.09.93,3,Valencia,01.12.2019,Women,Marathon
73,2:18:47,Catherine N'dereba,KEN,21.07.72,1,Chicago,07.10.2001,Women,Marathon
73,2:18:47,Tiruye Mesfin,ETH,01.01.02,6,Valencia,04.12.2022,Women,Marathon
75,2:18:51,Alemu Megertu,ETH,12.10.97,1,Sevilla,20.02.2022,Women,Marathon
75,2:18:51,Worknesh Edesa,ETH,11.09.92,4,Berlin,25.09.2022,Women,Marathon
75,2:18:51,Sheila Chepkirui,KEN,27.12.90,4,London,23.04.2023,Women,Marathon
78,2:18:52,Vivian Cheruiyot,KEN,11.09.83,4,Valencia,01.12.2019,Women,Marathon
78,2:18:52,Tigist Girma,ETH,12.07.93,7,Valencia,04.12.2022,Women,Marathon
80,2:18:53,Yalemzerf Yehualaw,ETH,03.08.99,5,London,23.04.2023,Women,Marathon
81,2:18:54,Lonah Chemtai Salpeter,ISR,12.12.88,5,London,03.10.2021,Women,Marathon
82,2:18:55,Tirunesh Dibaba,ETH,01.10.85,3,Berlin,16.09.2018,Women,Marathon
82,2:18:55,Ruth Chepngetich,KEN,08.08.94,1,Istanbul,11.11.2018,Women,Marathon
84,2:18:56,Paula Radcliffe,GBR,17.12.73,1,London,14.04.2002,Women,Marathon
85,2:18:57,Rita Sitienei Jeptoo,KEN,15.02.81,1,Boston,21.04.2014,Women,Marathon
86,2:18:58,Tiki Gelana,ETH,22.10.87,1,Rotterdam,15.04.2012,Women,Marathon
86,2:18:58,Brigid Kosgei,KEN,20.02.94,1,London,04.10.2020,Women,Marathon
88,2:18:59,Tsehay Gemechu,ETH,12.12.98,3,Amsterdam,16.10.2022,Women,Marathon
89,2:19:07,Zeineba Yimer,ETH,17.06.98,4,Berlin,24.09.2023,Women,Marathon
90,2:19:10,Valary Aiyabei,KEN,08.06.91,1,Frankfurt,27.10.2019,Women,Marathon
90,2:19:10,Hiwot Gebrekidan,ETH,11.05.95,5,Tokyo,06.03.2022,Women,Marathon
92,2:19:11,Ashete Bekere,ETH,17.04.88,3,Tokyo,05.03.2023,Women,Marathon
93,2:19:12,Mizuki Noguchi,JPN,03.07.78,1,Berlin,25.09.2005,Women,Marathon
93,2:19:12,Keira D'Amato,USA,21.10.84,1,Houston,16.01.2022,Women,Marathon
95,2:19:17,Roza Dereje,ETH,09.05.97,1,Dubai,26.01.2018,Women,Marathon
96,2:19:19,Irina Mikitenko,GER,23.08.72,1,Berlin,28.09.2008,Women,Marathon
96,2:19:19,Mary Keitany,KEN,18.01.82,1,London,17.04.2011,Women,Marathon
98,2:19:21,Senbere Teferi,ETH,03.05.95,5,Berlin,24.09.2023,Women,Marathon
99,2:19:24,Dera Dida,ETH,26.10.96,6,Berlin,24.09.2023,Women,Marathon
100,2:19:25,Gladys Cherono,KEN,12.05.83,1,Berlin,27.09.2015,Women,Marathon
101,2:19:26,Catherine N'dereba,KEN,21.07.72,2,Chicago,13.10.2002,Women,Marathon
101,2:19:26,Degitu Azimeraw,ETH,24.01.99,1,Amsterdam,20.10.2019,Women,Marathon
103,2:19:27,Joan Chelimo Melly,ROU,10.11.90,5,London,02.10.2022,Women,Marathon
103,2:19:27,Bezunesh Getachew,ETH,18.04.97,1,Frankfurt,29.10.2023,Women,Marathon
105,2:19:28,Zeineba Yimer,ETH,17.06.98,5,Valencia,01.12.2019,Women,Marathon
106,2:19:30,Feyse Tadese,ETH,19.11.88,2,Dubai,26.01.2018,Women,Marathon
106,2:19:30,Ashete Bekere,ETH,17.04.88,6,London,02.10.2022,Women,Marathon
108,2:19:31,Aselefech Mergia,ETH,23.01.85,1,Dubai,27.01.2012,Women,Marathon
108,2:19:31,Nancy Rotich,KEN,24.12.87,1,Valencia,05.12.2021,Women,Marathon
110,2:19:34,Lucy Kabuu,KEN,24.03.84,2,Dubai,27.01.2012,Women,Marathon
111,2:19:35,Hiwot Gebrekidan,ETH,11.05.95,1,Milano,16.05.2021,Women,Marathon
112,2:19:36,Deena Kastor,USA,14.02.73,1,London,23.04.2006,Women,Marathon
112,2:19:36,Yebrqual Melese,ETH,18.04.90,3,Dubai,26.01.2018,Women,Marathon
114,2:19:38,Worknesh Degefa,ETH,28.10.90,1,Dubai,24.01.2020,Women,Marathon
115,2:19:39,Sun Yingjie,CHN,03.10.77,1,Beijing,19.10.2003,Women,Marathon
116,2:19:40,Worknesh Edesa,ETH,11.09.92,7,Berlin,24.09.2023,Women,Marathon
117,2:19:41,Yoko Shibui,JPN,14.03.79,1,Berlin,26.09.2004,Women,Marathon
117,2:19:41,Beyenne Tsegaye Tirfi,ETH,25.11.84,1,Dubai,22.01.2016,Women,Marathon
119,2:19:44,Florence Kiplagat,KEN,27.02.87,1,Berlin,25.09.2011,Women,Marathon
119,2:19:44,Zeineba Yimer,ETH,17.06.98,1,Barcelona,19.03.2023,Women,Marathon
119,2:19:44,Helen Bekele,ETH,21.11.94,8,Berlin,24.09.2023,Women,Marathon
122,2:19:46,Naoko Takahashi,JPN,06.05.72,1,Berlin,30.09.2001,Women,Marathon
122,2:19:46,Lonah Chemtai Salpeter,ISR,12.12.88,1,Praha,05.05.2019,Women,Marathon
124,2:19:47,Sarah Chepchirchir,KEN,27.07.84,1,Tokyo,26.02.2017,Women,Marathon
125,2:19:48,Judith Jeptum,KEN,12.12.95,1,Paris,03.04.2022,Women,Marathon
126,2:19:50,Edna Kiplagat,KEN,15.11.79,2,London,22.04.2012,Women,Marathon
126,2:19:50,Meseret Abebayehu,ETH,28.06.98,2,Amsterdam,15.10.2023,Women,Marathon
128,2:19:51,Zhou Chunxiu,CHN,15.11.78,1,Seoul,12.03.2006,Women,Marathon
128,2:19:51,Birhane Dibaba,ETH,11.09.93,1,Tokyo,25.02.2018,Women,Marathon
130,2:19:52,Mare Dibaba,ETH,20.10.89,3,Dubai,27.01.2012,Women,Marathon
130,2:19:52,Mare Dibaba,ETH,20.10.89,1,Xiamen,03.01.2015,Women,Marathon
130,2:19:52,Tigist Girma,ETH,12.07.93,2,Amsterdam,20.10.2019,Women,Marathon
130,2:19:52,Helaria Johannes,NAM,13.08.80,3,Valencia,06.12.2020,Women,Marathon
134,2:19:53,Worknesh Degefa,ETH,28.10.90,4,Dubai,26.01.2018,Women,Marathon
135,2:19:54,Zeineba Yimer,ETH,17.06.98,4,Valencia,06.12.2020,Women,Marathon
136,2:19:55,Catherine N'dereba,KEN,21.07.72,2,London,13.04.2003,Women,Marathon
137,2:19:56,Tigist Girma,ETH,12.07.93,5,Valencia,06.12.2020,Women,Marathon
137,2:19:56,Degitu Azimeraw,ETH,24.01.99,6,Valencia,06.12.2020,Women,Marathon
139,2:19:57,Rita Sitienei Jeptoo,KEN,15.02.81,1,Chicago,13.10.2013,Women,Marathon
140,2:19:59,Bezunesh Deba,ETH,08.09.87,2,Boston,21.04.2014,Women,Marathon
141,2:20:02,Aselefech Mergia,ETH,23.01.85,1,Dubai,23.01.2015,Women,Marathon
141,2:20:02,Eunice Chumba,BRN,23.05.93,3,Seoul,17.04.2022,Women,Marathon
141,2:20:02,Dorcas Tuitoek,KEN,31.01.98,3,Amsterdam,15.10.2023,Women,Marathon
144,2:20:03,Gladys Cherono,KEN,12.05.83,2,Dubai,23.01.2015,Women,Marathon
144,2:20:03,Etagegne Woldu,ETH,10.05.96,8,Valencia,04.12.2022,Women,Marathon
144,2:20:03,Sally Chepyego,KEN,03.10.85,2,Barcelona,19.03.2023,Women,Marathon
147,2:20:04,Tadu Teshome,ETH,09.06.01,5,Chicago,08.10.2023,Women,Marathon
148,2:20:05,Ruti Aga,ETH,16.01.94,7,Valencia,06.12.2020,Women,Marathon
149,2:20:08,Angela Tanui,KEN,27.07.92,1,Ampugnano,11.04.2021,Women,Marathon
150,2:20:09,Gotytom Gebreslase,ETH,15.01.95,1,Berlin,26.09.2021,Women,Marathon
151,2:20:10,Celestine Chepchirchir,KEN,18.12.95,4,Seoul,17.04.2022,Women,Marathon
152,2:20:11,Gutemi Shone,ETH,17.11.91,2,Dubai,24.01.2020,Women,Marathon
153,2:20:13,Haftamnesh Tesfaye,ETH,28.04.94,5,Dubai,26.01.2018,Women,Marathon
153,2:20:13,Brigid Kosgei,KEN,20.02.94,2,London,22.04.2018,Women,Marathon
153,2:20:13,Worknesh Edesa,ETH,11.09.92,4,Tokyo,05.03.2023,Women,Marathon
156,2:20:14,Priscah Jeptoo,KEN,26.06.84,3,London,22.04.2012,Women,Marathon
156,2:20:14,Vivian Cheruiyot,KEN,11.09.83,2,London,28.04.2019,Women,Marathon
156,2:20:14,Ashete Bekere,ETH,17.04.88,1,Berlin,29.09.2019,Women,Marathon
156,2:20:14,Purity Rionoripo,KEN,10.06.93,1,Praha,30.05.2021,Women,Marathon
160,2:20:15,Priscah Jeptoo,KEN,26.06.84,1,London,21.04.2013,Women,Marathon
161,2:20:16,Etagegne Woldu,ETH,10.05.96,2,Valencia,05.12.2021,Women,Marathon
162,2:20:18,Beyenne Tsegaye Tirfi,ETH,25.11.84,1,Berlin,28.09.2014,Women,Marathon
162,2:20:18,Maurine Chepkemoi,KEN,24.05.98,2,Amsterdam,17.10.2021,Women,Marathon
162,2:20:18,Lonah Chemtai Salpeter,ISR,12.12.88,3,Eugene,18.07.2022,Women,Marathon
162,2:20:18,Tiruye Mesfin,ETH,01.01.02,2,Hamburg,23.04.2023,Women,Marathon
166,2:20:19,Haven Hailu,ETH,10.09.98,3,Amsterdam,17.10.2021,Women,Marathon
167,2:20:21,Edna Kiplagat,KEN,15.11.79,1,London,13.04.2014,Women,Marathon
167,2:20:21,Lucy Kabuu,KEN,24.03.84,3,Dubai,23.01.2015,Women,Marathon
167,2:20:21,Mare Dibaba,ETH,20.10.89,2,Berlin,29.09.2019,Women,Marathon
170,2:20:22,Brigid Kosgei,KEN,20.02.94,2,Chicago,08.10.2017,Women,Marathon
170,2:20:22,Mary Wacera Ngugi,KEN,17.12.88,7,London,02.10.2022,Women,Marathon
172,2:20:23,Gladys Cherono,KEN,12.05.83,1,Berlin,24.09.2017,Women,Marathon
172,2:20:23,Stella Chesang,UGA,01.12.96,3,Hamburg,23.04.2023,Women,Marathon
174,2:20:24,Florence Kiplagat,KEN,27.02.87,2,London,13.04.2014,Women,Marathon
174,2:20:24,Worknesh Edesa,ETH,11.09.92,6,Valencia,01.12.2019,Women,Marathon
176,2:20:27,Feyse Tadese,ETH,19.11.88,2,Berlin,28.09.2014,Women,Marathon
177,2:20:29,Mao Ichiyama,JPN,29.05.97,1,Nagoya,08.03.2020,Women,Marathon
177,2:20:29,Nazret Weldu,ERI,01.01.90,4,Eugene,18.07.2022,Women,Marathon
180,2:20:30,Bezunesh Bekele,ETH,29.01.83,4,Dubai,27.01.2012,Women,Marathon
180,2:20:30,Aberu Kebede,ETH,12.09.89,1,Berlin,30.09.2012,Women,Marathon
180,2:20:30,Sutume Asefa,ETH,11.12.94,3,Tokyo,01.03.2020,Women,Marathon
183,2:20:31,Eunice Chumba,BRN,23.05.93,1,Rotterdam,16.04.2023,Women,Marathon
184,2:20:32,Sara Hall,USA,15.04.83,1,Chandler,20.12.2020,Women,Marathon
185,2:20:33,Aberu Kebede,ETH,12.09.89,5,Dubai,27.01.2012,Women,Marathon
186,2:20:35,Tirunesh Dibaba,ETH,01.10.85,3,London,13.04.2014,Women,Marathon
186,2:20:35,Mare Dibaba,ETH,20.10.89,3,Boston,21.04.2014,Women,Marathon
186,2:20:35,Valary Aiyabei,KEN,08.06.91,6,London,03.10.2021,Women,Marathon
189,2:20:36,Meskerem Assefa,ETH,20.09.85,1,Frankfurt,28.10.2018,Women,Marathon
189,2:20:36,Yebrqual Melese,ETH,18.04.90,1,Shanghai,18.11.2018,Women,Marathon
191,2:20:38,Zhou Chunxiu,CHN,15.11.78,1,London,21.04.2007,Women,Marathon
192,2:20:39,Purity Rionoripo,KEN,10.06.93,7,Valencia,01.12.2019,Women,Marathon
193,2:20:40,Ruti Aga,ETH,16.01.94,1,Tokyo,03.03.2019,Women,Marathon
193,2:20:40,Dolshi Tesfu,ERI,17.06.99,9,Valencia,04.12.2022,Women,Marathon
